street,avec_hebergement,sum(nb_visiteurs_max)
ruefrancoisleveque,0,338
placejeanjaurescrsduchapeaurouge,0,995
ruedesactivits,0,0
quaidescaps,0,567
ruedebelgique,0,15
parcbordelais,N,104
coursarisitidebriand,0,180
ruesprofvezescoursdeluze,0,180
ruesaintegermaine,0,0
rueandredarbon,0,85
ruedupredieuzaide,0,18
placemaucaillou,0,0
ruejjrousseau,0,30
placejeaujaures,0,47
ruedelordjosephine,0,280
ruelosaignat,0,3486
rueguillaumeleblanc,0,110
coursdeverdun,0,727
ruedekater,0,0
placedesmartyrsdelarsistance,0,55
hangar,0,3408
ruedespiliersdetutelle,N,352
ruejulesferryrueoscarbalaresque,0,10
allebalzac,0,40
ruedeconde,0,358
zacbergedulacavenuemarceldassault,0,50
ruepaulberthelot,0,190
ruereinette,0,105
angleavenuedelarpubliqueetavenuebelair,0,0
ruedesgants,1,11
rueturenneetruedralbertbarraud,0,180
ruecanteloup,0,12
quaidesqueyries,N,187
avenuedares,N,50
rueduhautqueyron,0,88
ruedespiliersdetutelle,0,669
placedelavictoire,0,13703
ruebuhan,0,540
rueblanqui,0,908
placebirhakeim,0,113
placebirhakiem,0,50
rueraymondpoincar,0,93
ruedebudos,0,600
avenuedelarpublique,N,12
ruehenriexpert,0,66
allesdetourny,N,0
ruedestroisconils,0,709
biscoursduchapeaurouge,N,74
ruedesfourniel,0,23
ruedebelfort,0,91
ruemontbazon,0,45
ruetheresacabarus,0,40
ruealphonsedupeux,0,278
alleeraymondjeandupouy,0,99
rueulyssedespaux,0,300
ruegeorgesbonnacrueduchateaudeau,0,95
ruemaubec,0,119
ruebarilletdeschamps,0,150
hangar,N,1908
avenuealienordaquitaine,0,293
ruedubourdieu,0,137
bisplacegambetta,0,0
rueeugenejacquet,0,176
ruebalgueriestuttenberg,0,37
placemareilhac,0,1
ruedeguynemer,0,19
avenuedequarantejournaux,0,28
ruefrancin,0,283
ruedumulet,0,373
ruedemoulis,1,200
boulevardpierreer,0,421
quiadepaludate,0,170
ruejosephpujol,0,138
quaidepaludate,1,1192
bisrueferrere,0,30
coursdalbret,N,0
boulevardalberter,0,1733
placedelacomedie,0,6162
ruebuffonruecondillac,0,6
ruealbertpitres,0,45
rsidencedulacbtfavenuedelaroque,0,0
aruedebelorme,0,980
avenuedugnaralleclerc,0,4
rueduvlodrome,0,18
ruesoubiras,0,300
placealicegirou,0,478
rueespritdeslois,1,48
ruedelecole,0,91
acoursdelargonneruegrioux,0,0
ruesaintecatherine,N,86
coursdalbretjardindelamairie,0,100
rueportebasse,0,0
rueblanquiilotb,0,15
avenuedumarechalleclerc,0,32
bdalberter,0,94
quaidepaludate,N,131
rueeugenedelacroix,0,299
placedescapucinshalla,0,0
ruedelarotonderuehortense,0,234
ruestsernin,0,20
coursdesaubiers,0,64
coursdelamartinique,0,519
ruecalvimont,0,0
bisrueferrre,0,49
bisquaidebrazza,0,90
avenuedeverdun,0,0
local,0,107
ruepaulbert,0,345
ruesmaccarthyetguynemer,0,260
angleruedesdouvesruejulesguesde,N,3
ruedemarseilleimpasseducaule,0,461
rueeugneleroy,1,399
quailawtonruelucienfaure,0,1145
ruedelaconcorde,0,4
quaidebacalan,N,20
coursdequbecavenuelaroque,0,0
ruesnicotetlecocq,0,77
alleratabou,N,0
boulevarddupresidentfranklinroosevelt,0,19
aruedecheverus,0,100
rueboudet,0,115
bruemondenard,0,4
ruecazenave,0,44
angledesruesleonpaillieremaraichersetcarlevernet,0,170
bisplacedumarchedeschartrons,0,2
ruegaldelarminatruejosephabria,0,86
ruelacorne,0,0
biscourstournon,0,7
bisruenotredame,0,11
etruerencassin,0,199
allelouisratabou,0,60320
ruesaintremietdespiliersdetutelle,0,0
avenuejgdomergue,0,600
placeamdelarrieu,0,0
ruedemexico,0,0
quaidebriennebdjeanjacquesboscetruedelorenoque,0,859
impassefontanetcoursdelyser,0,13
espacedulac,0,0
ruelucienfaureetruedelafaiencerie,0,659
bisruenotredame,N,0
bisavenuedugnralleclerc,0,36
quaideladouane,0,2020
ruedeguienne,0,153
bdalienordaquitainerueetienneginestous,0,362
coursevrarddefayolle,0,198
aquaidebacalan,0,189
garestjean,0,0
ruerobertlateulade,1,1472
courslucienfaure,0,13
biscoursdelargonne,0,11
ruedelaportecailhau,N,20
ruejeanrenauddandicolleruepeugue,0,74
placedoumer,0,0
rueducardinalrichaud,0,2979
rueemilegentil,0,84
tourcristal,0,1100
ruevergniaud,N,20
boulevardpierreeretcitechaigneau,0,15
impassedesminimettes,0,120
impassebirouette,0,280
etplacedelafermederichemont,0,0
rueducommandantcousteau,0,50
ruedepessac,N,51
crsdelargonne,0,47
rueleyteireruedumirail,0,132
ruelafauriedemonbadon,N,60
ruepaulin,0,21
ruecharlesdurand,0,49
rueduprofesseurdarget,0,591
allehaussman,0,0
ruedudocteurfinlay,0,45
ruejude,0,446
ruedetregey,0,312
bisrueduserpolet,0,157
ruemarchaljoffre,0,13
bisruemaucoudinat,0,35
bisruefranoisdesourdis,0,72
ruemarcelpagnoletruebourbon,0,1045
rueducardinalrichaux,0,0
boulevarddumarchalleclerc,0,29
ruenancelpenard,0,4
ruebreau,0,554
niveaurezdechaussee,0,20
bdjoliotcurieimpassetregey,0,80
ruejudaique,N,15
ruesaintjean,0,0
hangarlotset,0,863
etruefrantzdespagnet,0,3
ruepierlot,0,0
ruedarmagnacilotde,0,190
hangargbassinflotn,0,270
ruedenuitsetdechateauneuf,0,407
placelaine,0,0
ruebrizard,0,1011
ruedugrandmaurian,0,147
allestourny,0,350
ruedecheverus,0,572
ruepierreloti,0,104
rueduha,0,273
ruefrancoismauriac,0,24
rueamdesaintgermain,0,516
acoursdumedoc,0,50
coursdelaliberation,0,130
rueprivat,0,0
coursdumdoccoursjournuauber,0,18
mairiedecauderan,0,0
coursdelargonneruegrioux,0,150
etboulevardalfreddaney,0,0
ruefrancisjammes,0,28
ruechdomercqresidetendard,0,18
ruemontmejanruecalvimont,0,10
rueferdinandphilippart,0,46
ruedelapelousededouet,0,435
ruedubocage,0,0
coursdelargonne,0,1562
placedarmagnac,0,316
logesnet,0,45
ruebragard,0,19
ruepasteur,1,18
duedelabchade,0,388
bisruedelabenauge,0,38
terboulevardalberter,0,140
coursdegourgue,0,19
rueferdinandpalau,0,2571
ruedelatourgassies,0,15
hangarquaidebacalan,0,299
bdalfreddaney,0,6902
ruedelabbdelepe,0,12
ruelafauriemonbadon,0,64
avenueemilecounord,1,128
citelartigue,0,135
ruedarmagnaczacsaintjeanbelcier,0,527
ruedesaintonge,N,270
placedumaucaillou,0,133
ruedestehelin,1,26
rueaugustepoirsonruedetivoli,0,180
quaidepaludateruedelaseigliere,0,170
parccereavenuedugeneraldegaulle,0,27
caserneniel,0,0
rueportedijeauxruederuat,0,5
ruecharlesmartinrueblanqui,0,358
alleducoraililotbarmagnac,0,112
courssaintlouis,1,1140
ruedestroisconils,N,140
impassesaintecatherine,0,44
courslintendance,0,0
ruegouvea,0,7
ruefortlouis,0,50
ruedelaseigliere,0,2
coursdelasommeruedemarmande,0,5
quaisaintecroix,N,0
ruedormilly,0,15
parcpincon,0,0
chemindelabarde,0,100
coursgeorgesclemenceau,0,1201
ruedebethmann,0,282
rueservandoni,0,10
ruecharleschaumet,0,303
placerodesse,0,38
ruevauban,N,340
bldwilson,0,10
coursdumedoccoursjournuauber,0,250
ruedupassaintgeorges,N,148
ruesdetauziagrenierbelleetoile,0,0
ruedepessac,0,1845
ruejacquesthibaud,0,11
placestalingrad,0,742
rueespritdeslois,0,718
ruejennylepreux,0,188
avenuedares,0,841
ruedupontdelamousque,0,148
plainedessports,0,0
coursjulesladoumgue,0,6013
lafaencerie,0,0
ilotbdeginko,0,211
ruepaulinekergomard,0,902
placedecasablanca,0,47
placeravezies,0,1457
btimentb,0,0
rueducapitaineferrand,0,0
placedeleglisesaintaugustin,0,25
ruestehelinangleruechanoinealacaze,0,550
rueblanquibassinaflot,0,13
ilotbdeginko,N,65
ruefranklin,1,37
ruedesayres,1,20
ruedelaportedelamonnaie,N,2
avenuedeysines,N,10
rueduplessy,0,10
impassestcatherine,0,167
avenueemilecounord,0,4927
ruemontesquieu,0,474
ruestecatherine,0,4269
rueluflade,0,398
impasselaville,0,4
boulevardprsidentwilson,0,10
ruetraversanne,0,150
placefrancisdepressense,0,449
ruedelahalle,0,280
ruecolbert,0,80
ruederuatruedestroisconils,0,95
coursvictorhugo,N,277
ruemalleret,0,0
rueperinot,0,10
ruedelord,N,0
ruesblanquiruedesetrangersetrueachard,0,1101
alledeserr,N,0
ruerenebuthaut,0,155
boulevardmarechalleclerc,0,476
ruedemarseilleruechevalier,0,10
rueausone,N,49
stadevlodrome,0,0
ruepourmann,0,30
cityfinancesboulevardwilson,0,0
hangarlote,0,46
ruedesdouves,N,35
ruenuyens,0,342
ruedarmagnac,0,2167
passagebernardjabouin,0,0
ruepoquelinmoliere,0,57
ruebentayouxetrueguestier,0,19
ruegunard,0,5
quaidebrienneruedelalouisianeetruedelornoque,0,25
avenuethiersrueducypressat,0,500
rueducancera,N,20
ruemahela,0,30
ruejosephabria,0,968
ruesaintrmiplacedelabourse,0,694
rueheriarddubreuil,0,34
ruedesallamandiers,N,30
rueedmontmichelet,0,25
aruetastet,0,75
ruedornano,0,428
quailouisxviiietruelafayette,0,82
ruedutondu,N,40
niveau,0,2089
angleruedetauziaruedesbeauxarts,0,19
ruegrateloup,0,162
ruejosephbrunet,0,1645
avdelarepublique,0,58
placejohnston,0,246736
ruejulesdugas,0,108
ruedumarais,0,151
ruealfredgrimal,0,13
rueguienne,0,0
ruemarysebasti,1,0
etavenuedelarpublique,0,191
avenuelaroque,0,15
placeeugnegauthieretruedomion,0,367
ruedesbahutiers,0,512
teravenuedelarepublique,0,4
rueturenne,0,49
esplanadedesquinconces,N,1000
alleratabou,0,13880
rueduchaidefarine,0,29
etplacegambetta,0,70
ruecamillesauvajeau,0,50
rueeugenedelacroixetanglerue,0,237
ruemathieu,0,15
ruelaportebdpresidentwilson,0,15
parcdesexpositions,0,-30536
angleruedesvivantsruedegain,0,14
coursjournuauber,0,62
ruedusablonat,N,90
ruedocteuralbertbarraud,0,768
etboulevardalberter,0,100
ruecarton,1,74
courslouisfargues,0,0
bisruedelandiras,0,15
ruegeorgesbonnac,0,1218
coursaristidebriand,0,2663
ruedelavilledemirmont,0,0
rueernestdenis,0,0
avenueraymondpoincar,0,34
avenuedelattredetassigny,0,134
ruemondesir,0,1
ruedetourat,0,0
quaidessalinieres,0,435
courstournon,N,25
quaihubertprom,0,371
ruemalbeccoursdelyser,0,46
avalienordaquitaine,N,148
rueduportail,0,40
ruejeansamazeuilh,N,20500
quaideschartrons,N,33913
ruedesontay,0,680
bisruedubocage,0,5
rueportesdecaudran,0,6
rueduh,0,32
ruedebegles,1,781
ruestehelin,0,374
coursdelasomme,N,0
ruedebelleville,0,105
gymnasebarbey,0,0
ruepierrebaour,0,923
placebardineau,0,940
halledeschartrons,0,0
etbisruelucienfaure,0,152
passagegaleriebordelaise,0,7
placedelavictoire,1,76
boulevardalfredbrandenburg,0,195
rueleonpaillere,0,0
ruemarysebastie,1,190
ruejudaiqueruepierrecharron,0,50
quaipaludateruedelaseiglire,0,67
bisterrassedufrontdumedoc,0,30
rueperelouisdejabrun,0,4060
boulevarddupdtwilson,0,0
ruedelacroixdeseguey,0,3
bdmarechalleclerc,0,50
ruedulangon,0,0
ruewustenberg,0,250
bisruegeorgesbonnac,1,267
ruesedmondmicheletdudrcharlesnancelpen,0,20
rueburthaudangleruedunant,0,157
alleesdespeupliers,0,180
ruedegravelotte,0,57
ruedesaintonge,0,10
coursdumarchalgallieni,0,38
placepauldoumer,0,349
ruedudocteurnancelpenard,0,23
boulevardjuliotcurie,0,0
biscoursedouardvaillant,0,17
placesaintmartial,0,454
rueflornoyrueberruer,0,545
ruedelglise,0,0
rueprelouisdejabrun,0,1335
ruedocteurjeanvincent,0,500
ruedubessan,0,198
ruenerigean,N,0
ruedesfosss,0,90
placedesgrandshommes,0,686
coursduchateaudeau,0,0
rueclaudebernard,0,4
ruelachassaigne,0,330
coursevraddefayolle,0,0
ruedessablieres,0,798
ruedebeglesetcoursdelyser,0,90
rueduprofesseurcalmette,0,108
ruedemadagascar,0,187
ruepoquelinmoliere,N,24
avenuemarechaldetassigny,0,170
ruedeveaux,0,77
quaidebacalan,0,20923
lesaubiers,N,0
ruecharleslamoureux,0,45
ruefieffe,0,130
ruedugeneralducheyron,0,40
alleedelapacificlocald,0,14
placecamillejullian,N,95
rueduvergne,0,0
rueportedesportanets,0,15
rueneuve,N,0
bdpresidentfranklinroosevelt,0,30
jardinpublic,N,376
ruegodelvaille,0,18
boulevardjeanjacquesbosc,0,207
ruebauducheu,0,0
ruemaucoudinat,0,25
placedauphine,0,15
ruemauricedruon,0,30
rueboulan,N,26
ruedornanopassagehermitte,0,0
ruedecroixdeseguey,0,10
coursalsaceetlorraine,N,69
enceintedujardinpubliccoursdeverdun,0,50
impassedulac,0,0
ruedelapelousededouet,1,422
ruepierreduhem,0,40
avenueduparcdelescure,0,518
ruedesgenerauxduche,0,136
ruefragonard,N,0
avenuegeorgesclemenceau,0,150
ruepaulantin,0,261
ruedupassaintgeorge,0,35
alledeschamps,0,540
hangarlotd,0,11
bassinsflotsn,0,0
ruepermentade,0,424
ruedelarousselle,0,177
ruederuat,0,50
placestalingrad,N,988
bisavenuethiers,0,10
ruegeneraldelarminatilotornano,N,173
ruedesetrangers,0,2137
quaidepaludatelieuditilotb,0,566
bassinflotsnquaiarmandlalande,0,142
placedesvignes,0,110
ruemontesquieu,N,70
quaidesqueyriesruegustavecarde,0,50
boulevarddupresidentwilson,0,128
ruedelarotonde,0,408
ruedupasstgeorges,0,202
ruesaintecolombe,N,127
bisplacedeleglisesaintaugustin,0,26
coursdumarechalfoch,0,216
ruedudocteurcharlesnancelpenard,0,334
ruedelamanutention,0,50
ruedupalaisgallien,1,0
bisalledechartres,0,0
bisruedebgles,0,0
ruedelaportedijeauxruemargaux,0,1546
rueferbos,0,584
avenuedocteurschinazi,N,42
rueducommandantmarchand,0,7
ruedesmarronniers,0,4
diverssite,0,0
zacderaveziessudilotc,0,19
ruedocteuralbertbarraud,N,199
etruefurtado,0,84
arueportedijeauxaruevitalcarles,0,1293
ruefrrre,0,1980
ruejouannet,0,1450
ruefranoisroganeau,0,14
coursxavierarnozan,0,321
bisavenuedumarchaldelattredetassigny,0,4
ruepaulverlaine,0,49
ruesansas,0,98
arueetiennehuyard,0,0
ruerogercaumont,0,268
biscoursdegourgue,0,0
ruedupetitcardinal,0,40
ruesarrette,0,30
ruedufaubourgdesarts,0,0
ruedesretaillons,0,150
ruemandron,0,564
ruedupuitsdescazeaux,0,0
ruesaintnicolas,0,576
ruevilaris,0,97
ecoquartiercentrecommercantginkobatimentp,0,20
ruedornano,N,80
ruedesallamandiers,0,17
rueleyteire,N,77
tourruegbonnac,N,40
lotabtbquaidebrazza,0,168
ruecharlestournemire,0,35
quartiersaintecroix,0,312
ruefranoisdaunes,0,153
ruegastonlespiault,0,6
ruesaintmacaireet,0,114
quaidebacalanruelucienfaure,0,1321
ruelouisdefoix,0,106
ruegratiolet,0,87
acoursvictorhugo,0,19
rueducommandanthautreux,N,80
ruejeandollfus,0,10
palaisdescongrs,0,0
ruelucienfaure,0,19368
ruedelamerci,0,1246
rueducerfvolant,0,147
ruedomremy,0,10
ruecamilleclaudel,0,80
ruemaurice,N,0
courssaintlouiscoursbalgueriestuttenber,N,40
coursdutauzinruebethmann,0,0
ruebuffon,0,165
ruelaboye,0,11
etparvisdeschartrons,0,12355
bisplacejeancayrol,0,0
ruedomdevienne,0,988
ruejeanjacquesbel,0,10
ruedelaliberte,0,76
ruemazarin,N,0
bisruedelavieilletour,0,13
mairiedecaudran,0,0
ruepasteuraveniuedelagare,0,0
abdalfreddaney,0,2013
rueprelouisjabrun,0,10
ruecheminade,0,6
ruelalande,0,3
ruedeyries,0,266
ruedelabotie,0,43
rueeriksatiebatapt,0,15
rueleupold,0,34
avenuealsacelorraine,0,98
ruemaubec,N,180
rueemileduploye,0,36
palaisdessports,0,0
rueduharueducdtarnould,0,400
avenuedugeneraldegaulle,0,70
coursportal,N,55
palaisdescongs,0,0
loge,0,12
rueclaudebonnierniveauo,0,0
rueportedijeauxetplacepuypauli,0,0
ruecamillesauvageau,N,12
rueemilelaparra,0,0
ruedelafaencerie,N,600
ruedemadere,0,40
quaideschartrons,0,897220
avcarnotruedujardinpublic,0,50
ruedumange,0,13
coursdumarechaljuin,0,65335
avmarechaldelattredetassigny,0,2071
residencemarlyruefragonnard,0,88
ruecastelnaudaurosetruejudaique,0,2831
placedelafermederichemont,0,8575
sentecanis,0,350
alledeserr,0,2
ruefrankin,0,0
marchdescapucinshallebanglejules,0,147
rueclrembault,0,12
coursdupredesaintmaur,0,77
ruedujardinpublic,0,1116
ruedelisleferme,0,2
ruelongchamps,0,0
bisruemichelmontaigne,0,19
ruedelaverrerie,1,15
bisruedesfaussets,0,0
coursedouarddefayolle,0,0
ruecamillesaintsaensplacegabrielfaure,0,72
ruedesateliers,1,755
ruedesdouvesetruedunoviciat,0,390
rueterredebordes,0,69
ruereneroydeclotte,0,20
ruejacquesellulplaceandremeunier,0,1102
ruecastejaruedupalaisgallien,N,80
ruerode,0,235
rueclare,0,40
terquaidebrazza,0,56
ruedudocteurschinazi,0,9
impassesainteelisabeth,0,185
acourssaintlouis,1,0
rueminvielle,0,80
ruedeflornoy,0,4
ruedesmenuts,0,544
rueduprofesseurlavignolle,N,19
ruechabrely,0,12
rueduprofesseurlannelonguebdalfreddaney,1,118
coursdumedocetavenueemilecounord,0,0
ruebouquiere,0,166
quaidebacalanruechantecrit,0,0
coursgeorgeclemenceau,N,47
ruebeaubadat,N,0
anglecourscharlesbricaudet,0,237
biscoursdeverdun,0,34
ruejeanbdouretetimpasecitstmartin,0,2
ruecastillon,0,121
bisruehustin,0,0
ruefranklin,0,334
coursdelamarne,N,76
rueblanquicoursduprdesaintmaur,0,235
biscoursdelamartinique,0,40
ruedesfrresbonie,0,82
placefredericozanam,0,0
alleelouisratabou,0,34080
ruerogertouton,0,450
ruefoy,0,50
ruebergelet,0,0
plpuypaulinerueguillaumebrochon,0,290
ruejrdandicolle,0,0
diverssites,0,0
etruepierretrebod,0,0
coursvictorhugo,0,10587
ruechevalier,N,19
placeamelierabaleon,1,702
ruedelafusterie,0,156
squaretoussaintlouverture,0,500
etruepaulmamert,0,88
courscharlesbricaud,0,268
avenuedumarchaljuin,0,0
ruedelatourdegassie,0,0
coursdalsaceetlorraine,0,422
hangarlotquaidebacalan,0,474
ruedelajalle,0,0
ruedesoissons,N,0
ruemarcelsembat,0,743
ruecharleschaigneau,0,1909
bisruebellevilleangleruelecocq,0,402
ruepoquelinmoliere,1,1050
ruecanihac,0,127
boulevarddumarechalleclerc,0,29
ruecastejaruethiac,N,483
bisruedelacourdesaides,0,60
bisavenuedares,0,12
ruecamillerenouil,0,19
placepeyberland,0,2855
coursanatolefrancefutruebelleville,0,50
quaiarmamndlalandehangarg,0,1
espaceds,0,0
quaidebrazzalote,0,200
ruejudaiqueruedupalaisgallien,0,0
ruesaintethrse,N,0
bdlfranklinroosevelt,0,8
coursduchapeaurouge,0,1369
etcoursdeverdun,0,7
rueedmondbesse,0,590
resvillarenaissanceappt,0,1
rueteulere,0,138
ruelalanderuemagendie,0,646
aruedornano,0,100
quaidumarocetplacedesmillesimes,0,585
ruejacbelaubre,0,12
bldmarechalleclerc,0,50
ruemasson,0,84
etquaidebacalan,0,193
ruepommedor,0,153
ruearago,0,10
ruelouisgendreau,0,202
ruedumoulinrouge,0,27
ruedesbenedictines,0,0
rueleonardlenoir,0,293
ruedelabchade,1,208
ruestremi,0,219
ruecandale,0,167
ruecantemerle,0,5
ruepromis,0,2625
ruebreau,N,350
quaidebrienneruedelalouisianeruedujardindelars,0,198
bisrueduloup,0,11
ruebillaudel,0,92
ruedecursolimpassecaillabet,0,0
avenuedugnralleclerc,N,0
ruedupuitsdescujols,0,93
dequeyrieslotissementqueyriessud,0,10
coursvictiorhugo,0,280
placenansoutycoursdelyser,0,4
bisruedesmenuts,0,62
coursdelintendance,0,5776
rueduchaidesfarines,0,197
ruepaulbaudenon,0,14
coursstlouis,0,1257
ruedelavieilletour,0,556
bisrueamdesaintgermain,0,300
rueoscaretjeanauriac,0,125
ruetombeloly,0,0
alledorlansalledemunich,0,94
ruedornanoetpassagehermitte,0,142
ruedutripostalilotde,0,531
ruedesetrangersrueblanquietruenouvelle,0,162
ruejeansmazeuilh,0,1501
rueclaudeboucher,0,153
ruegratiolet,N,26
ruesuffren,0,28
placegambetta,0,1359
boulevardantoinegautier,0,248
ruedenuits,0,312
rueduchanoineandrelacaze,0,524
bisruegouffrand,0,600
ruedesterresdebordes,N,0
ruevitalcarles,N,0
ruemozart,N,105
rueduvelodromeavdeysines,0,1173
couspasteur,0,19
bisplacejeantayrol,0,3
rueeliegintrac,0,349
ruedesterresdeborde,0,850
avenuedesaintamand,0,23
ruesagetlieuditruecharlesdomercq,0,0
ruemalby,0,0
ruejeanburguet,0,58
ruedelalande,0,56
ruesaintemarie,0,703
placedescapucins,N,0
ruestecatherine,N,236
avenuedereinson,0,0
placedelarpublique,0,412
ruedeleglise,0,25
ruedumirail,0,936
ruemondenard,0,989
placedupradeau,0,0
avenuegeneraldegaulle,0,5
placesaintchristoly,0,1153
ruedesegurruedetalence,0,5
ruedesbeauxarts,0,440
ruefranciscoferrer,0,1066
avenuethiers,1,212
rueguilhou,0,34
impassesaintpierre,0,2
ruebrulatour,0,11
avenuemarchaldelattredetassigny,0,11
clairieredesaubiers,0,19
ruebeck,0,63
placeginetteneveu,0,60
ruebonnefin,0,148
ruelouiscombes,0,107
ruedesorangers,0,0
rueducancera,0,157
parcdesberges,0,0
ruedesgants,0,224
ruedupontdelamousque,N,49
placemondesir,0,0
alleejeangiono,0,1084
ruesoubiras,N,0
ruenancelpnard,0,63
ruepasteur,0,172
avenuedumarchaldelattredetassigny,N,16
ruedelarsenal,0,0
ruedasvin,0,80
bisruejudaque,N,0
rueduparlementsaintpierre,0,240
quaideschamps,N,25
bldalberter,N,0
bdpresidentwilsonetruecroixdeseguey,0,5
ruejeanburguet,1,1292
rueraze,0,635
bruepoyenne,0,237
passagesarget,0,38
rueflornoy,N,0
etplacedescapucins,0,143
ruedesorangers,N,5
rueduparc,0,6
rueedmondrostand,0,42
rueernestrenan,0,1959
bdpresidentwilsonexruejsoula,0,11
ruecorpsfrancpomies,0,90
bisruedubourdieu,0,8
quaidepaludateruedelaseiglire,0,0
coursdumarchalgallineni,0,0
ruedesqueyrieslotqueyriessud,0,19
